Fecha & Hora;PM10;NO2  (ug/m3);Vel Viento  (m/s);Dir Viento (Grados);Temperatura (C°);Humedad (%);Radiacion Solar (Watt/M2);Lluvia (mm);;
1/01/2013 7:00;33,4;;0,9;355,5;20,1;93,8;48,5;0;;
1/01/2013 8:00;45;;0,4;335,9;21,2;86,5;200,4;0;;
1/01/2013 9:00;56,4;;0,2;143,2;23,7;70,8;662,3;0;;
1/01/2013 10:00;53,3;;1,3;76,6;25,7;60,9;873,8;0;;
1/01/2013 11:00;79,8;;0,6;93,7;27;57,7;614,7;0;;
1/01/2013 12:00;31,7;;0,7;126,1;27,1;57,1;199,2;0;;
1/01/2013 13:00;32,5;;0,4;343,9;27,6;55,5;381,8;0;;
1/01/2013 14:00;103,1;;0,7;322,1;28,2;53,3;283,5;0;;
1/01/2013 15:00;79,1;;0,1;237,3;28;52,9;118,8;0;;
1/01/2013 16:00;36,2;;0,6;306,7;26,9;56,3;34;0;;
1/01/2013 17:00;;;0,3;169,1;26,2;58,2;0;0;;
1/01/2013 18:00;89;;0,1;306,9;25,5;62,5;0;0;;
1/01/2013 19:00;58,9;;0,7;125,2;25,3;63,3;0;0;;
1/01/2013 20:00;149;;0,3;210;24,4;69,4;0;0;;
1/01/2013 21:00;;;0,2;185,3;24,2;68,7;0;0;;
1/01/2013 22:00;37,8;;0,5;216,8;23,4;74,7;0;0;;
1/01/2013 23:00;;;0,6;174;22,9;77,2;0;0;;
2/01/2013 0:00;;;0,6;179,5;22,5;79,8;0;0;;
2/01/2013 1:00;96,8;;0,2;103;22,3;81,2;0;0;;
2/01/2013 2:00;98,2;;0,5;214,2;21,9;83,6;0;0;;
2/01/2013 3:00;24,7;;0,1;237,2;21,9;83,5;0;0;;
2/01/2013 4:00;31,7;;0,3;45,4;21,7;85,2;0;0;;
2/01/2013 5:00;45,8;;0;14,2;21,3;87,6;7,7;0;;
1/01/2013 2:00;;;0,3;35,9;22,1;84,6;56,8;0;;
1/01/2013 3:00;;;0,8;43,1;22,1;84,2;89,2;0;;
1/01/2013 4:00;;;1,8;167,7;23,3;76,8;256,7;0;;
1/01/2013 5:00;107,6;;2,1;150,1;25,6;62,7;842,5;0;;
1/01/2013 6:00;69;;0,8;177,5;26;62,2;491,9;0;;
1/01/2013 7:00;100,5;;1,2;104,8;27,3;56,8;646,7;0;;
1/01/2013 8:00;102,3;;0,6;128,7;28,8;50,8;707,6;0;;
1/01/2013 9:00;38,5;;1,1;70,8;29,6;46;636,7;0;;
1/01/2013 10:00;61,8;;1,5;37,3;29,8;46,7;477,8;0;;
1/01/2013 11:00;;;2;35,4;29,8;48,3;334,6;0;;
1/01/2013 12:00;;;2,1;39,2;28,8;50,4;62,3;0;;
1/01/2013 13:00;;;0,2;297,4;27,2;58,6;0;0;;
1/01/2013 14:00;;;0,6;252,6;26,5;61,2;0;0;;
1/01/2013 15:00;;;0,1;256;25,9;63;0;0;;
1/01/2013 16:00;;;0,8;152,7;25,3;66,1;0;0;;
1/01/2013 17:00;;;0,3;159,5;25,1;67,5;0;0;;
1/01/2013 18:00;;;0,7;212,5;24,5;71,7;0;0;;
1/01/2013 19:00;;;1,3;130,5;24;74,5;0;0;;
1/01/2013 20:00;61,5;;1;183,8;23,4;76,9;0;0;;
1/01/2013 21:00;45,1;;0,5;239,6;22,9;79,6;0;0;;
1/01/2013 22:00;135,2;;0,3;3,6;22,8;80,7;0;0;;
1/01/2013 23:00;37,4;;0,4;106,9;22,6;82,5;0;0;;
2/01/2013 0:00;;;0,5;93,5;22,1;84,4;0;0;;
2/01/2013 1:00;;;0,3;51,7;21,8;84,1;20,8;0;;
2/01/2013 2:00;80,3;;1,4;157,4;23,6;76,2;271,2;0;;
2/01/2013 3:00;49,4;;1,8;147,6;24,7;70,8;374,1;0;;
2/01/2013 4:00;;;1,6;116,9;26;65,9;600,9;0;;
2/01/2013 5:00;;;1,2;139,2;26,9;62;497,4;0;;
1/01/2013 2:00;;;1,2;144;28,1;57,4;824,4;0;;
1/01/2013 3:00;;;0,9;112,4;29,5;53,1;617,1;0;;
1/01/2013 4:00;59,2;;0,8;133,8;30,7;49;648,4;0;;
1/01/2013 5:00;146,4;;1;342,6;31,3;48,1;588,7;0;;
1/01/2013 6:00;111,2;;2,2;265,7;31,1;47,4;388,4;0;;
1/01/2013 7:00;76,2;;2,3;279,2;30,7;47,5;263,6;0;;
1/01/2013 8:00;;;1,8;271,1;29,8;48,8;92,7;0;;
1/01/2013 9:00;122,2;;1,7;246,8;28,6;52,4;0;0;;
1/01/2013 10:00;113,4;;0,5;165,6;28;55;0;0;;
1/01/2013 11:00;;;0,7;119,1;27,8;56,7;0;0;;
1/01/2013 12:00;;;0,8;153;27,1;60,2;0;0;;
1/01/2013 13:00;88,8;;0,4;327,4;26,4;63,4;0;0;;
1/01/2013 14:00;92,8;;0,6;94,3;25,8;66,4;0;0;;
1/01/2013 15:00;123,8;;0,7;90,3;24,6;73,6;0;0;;
1/01/2013 16:00;;;0,4;93,4;24;77,2;0;0;;
1/01/2013 17:00;103,4;;0,1;150,4;23,6;78,2;0;0;;
1/01/2013 18:00;;;0,8;152,4;23,6;77,5;0;0;;
1/01/2013 19:00;;;0,7;161;23,4;81,3;0;0;;
1/01/2013 20:00;;;0,2;292,1;22,8;83,3;0;0;;
1/01/2013 21:00;114,4;;0,2;272,3;22,4;84,5;14,1;0;;
1/01/2013 22:00;108;;0,6;20,2;23,3;79,5;104,2;0;;
1/01/2013 23:00;44,7;;0,6;357,9;24,2;75,1;156,1;0;;
2/01/2013 0:00;;;0,9;35,8;25;72,2;252,3;0;;
2/01/2013 1:00;;;0,9;33,6;25,5;69,2;180;0;;
2/01/2013 2:00;24,4;;0,8;73;26,2;67,4;291,2;0;;
2/01/2013 3:00;85,2;;0,5;26,9;27,1;64,1;383,3;0;;
2/01/2013 4:00;29,8;;0,9;27,5;28,2;60;553,4;0;;
2/01/2013 5:00;;;0,5;56,4;29,1;55;440,5;0;;
1/01/2013 2:00;;;1,6;137;29,3;52,9;237,7;0;;
1/01/2013 3:00;;;1,7;164,4;28,9;54,9;118,7;0;;
1/01/2013 4:00;;;1,9;152,8;28,8;52,5;88,9;0;;
1/01/2013 5:00;123,7;;0,4;174,4;27,2;59,5;0;0;;
1/01/2013 6:00;;;0,5;339,4;25,9;64;0;0;;
1/01/2013 7:00;70,4;;0,6;254,4;25,6;65,1;0;0;;
1/01/2013 8:00;66,9;;0,4;238,1;25,2;65,7;0;0;;
1/01/2013 9:00;;;0,8;7,4;23,8;75,5;0;0;;
1/01/2013 10:00;;;0,5;358,2;23,1;78,9;0;0;;
1/01/2013 11:00;;;0,3;296,5;22,6;80,6;0;0;;
1/01/2013 12:00;;;0,1;9,9;22,8;79;0;0;;
1/01/2013 13:00;;;;;;;;;;
1/01/2013 14:00;;;;;;;;;;
1/01/2013 15:00;;;;;;;;;;
1/01/2013 16:00;;;0,2;228,4;21,1;84,5;0;0;;
1/01/2013 17:00;;;0,6;152,5;21,4;83,5;24,9;0;;
1/01/2013 18:00;;;0,2;92,7;23;77,4;191,8;0;;
1/01/2013 19:00;;;0,7;88,9;25,2;67,6;417,5;0;;
1/01/2013 20:00;;;1,3;99,2;26,7;62;649,7;0;;
1/01/2013 21:00;;;1,3;101,1;27,9;58,5;719,6;0;;
1/01/2013 22:00;;;1,2;116,4;28,9;53,9;846,9;0;;
1/01/2013 23:00;;;1,7;103;30,3;49;816,3;0;;
2/01/2013 0:00;60,1;;1,1;324,7;31,1;46;721,8;0;;
2/01/2013 1:00;;;1,8;297,6;31,7;44,6;644,6;0;;
2/01/2013 2:00;;;3;280,6;31;45,8;323,1;0;;
2/01/2013 3:00;94,1;;3,2;278,9;29,6;47,9;110,8;0;;
2/01/2013 4:00;;;0,1;223,4;29;50,3;36,2;0;;
2/01/2013 5:00;;;1,6;269,9;28,1;52,5;0;0;;
1/01/2013 2:00;139,5;;1;122,4;28;52,8;0;0;;
1/01/2013 3:00;56,1;;1;68,9;26,9;57,4;0;0;;
1/01/2013 4:00;124,3;;0,2;72;26,4;59;0;0;;
1/01/2013 5:00;;;1,4;146,3;26;60,5;0;0;;
1/01/2013 6:00;;;1,1;174,3;25,3;62,7;0;0;;
1/01/2013 7:00;;;1,2;39,2;24,5;68,2;0;0;;
1/01/2013 8:00;;;1,1;135,3;23,8;72;0;0;;
1/01/2013 9:00;112,9;;0,8;202,7;23,7;72,4;0;0;;
1/01/2013 10:00;;;0,6;120,2;23,1;77,4;0;3,05;;
1/01/2013 11:00;;;0,5;350,7;21;93,1;0;10,16;;
1/01/2013 12:00;;;0,4;313,2;21;94,6;0;1,02;;
1/01/2013 13:00;;;0,2;7,9;21,2;93,5;23,6;0;;
1/01/2013 14:00;;;0,4;26,7;21,7;91;106;0;;
1/01/2013 15:00;132,3;;0,3;146,4;23;84,2;196,8;0;;
1/01/2013 16:00;;;0,8;91;24,3;74,7;367,7;0;;
1/01/2013 17:00;84,9;;0,2;61;24,9;71,1;228,1;0;;
1/01/2013 18:00;;;1,1;102,1;26,2;67,6;599,1;0;;
1/01/2013 19:00;92,1;;0,3;224,1;27,5;60,2;525,1;0;;
1/01/2013 20:00;;;3,3;282,8;25,8;62,7;93,1;0,76;;
1/01/2013 21:00;;;0,5;329,3;25,7;62,7;249,4;0;;
1/01/2013 22:00;;;0,7;68,5;27,2;55;244,8;0;;
1/01/2013 23:00;;;0,9;85,1;27;56,7;115,6;0;;
2/01/2013 0:00;;;1,9;266;26,4;53,3;28;0;;
2/01/2013 1:00;;;0,7;355;25,7;54,9;0;0;;
2/01/2013 2:00;;;1,9;174,3;25,3;56,6;0;0;;
2/01/2013 3:00;;;0,4;141,7;23,5;74,6;0;0;;
2/01/2013 4:00;;;0,4;32,2;22,9;76,5;0;0;;
2/01/2013 5:00;;;0,3;26,9;22,3;79,2;0;0;;
1/01/2013 2:00;;;0,8;24,9;21,9;82;0;0;;
1/01/2013 3:00;;;0,2;272,2;21,9;83;0;0;;
1/01/2013 4:00;;;0,1;264,7;22;84,1;0;0;;
1/01/2013 5:00;;;0,6;29;21,4;86,9;0;0;;
1/01/2013 6:00;;;0,1;4,1;21,2;86,9;0;0;;
1/01/2013 7:00;;;0,2;236,5;20,9;88,5;0;0;;
1/01/2013 8:00;;;0,4;233,6;21;85,3;0;0;;
1/01/2013 9:00;;;0,3;14,2;20,8;87,1;9,9;0;;
1/01/2013 10:00;;;0,4;299,7;21,3;86,6;86,1;0;;
1/01/2013 11:00;;;0,8;59,1;22,8;78,8;302,9;0;;
1/01/2013 12:00;;;1;147,1;24,6;70,8;523,6;0;;
1/01/2013 13:00;;;0,6;140,4;26;62,7;572,8;0;;
1/01/2013 14:00;;;0,7;99,4;27,6;56,3;826,7;0;;
1/01/2013 15:00;;;1;122,3;28,5;52,4;556,5;0;;
1/01/2013 16:00;;;0,2;26,4;29,2;50,8;486,9;0;;
1/01/2013 17:00;;;1,9;353,7;29;49,2;523,6;0;;
1/01/2013 18:00;;;2,5;275,7;29,9;46,3;596,7;0;;
1/01/2013 19:00;;;2,4;287,5;29,1;47,9;259,5;0;;
1/01/2013 20:00;;;2,3;277,5;28;49,3;85,5;0;;
1/01/2013 21:00;;;0,4;142,3;27;51,7;0;0;;
1/01/2013 22:00;;;0,9;87;26,5;55;0;0;;
1/01/2013 23:00;;;1,1;135,8;25,1;63,9;0;0;;
2/01/2013 0:00;;;0,6;46,9;23,5;70,7;0;0;;
2/01/2013 1:00;;;0,9;15;22,6;75,9;0;0;;
2/01/2013 2:00;;;0,6;295,9;22,5;76,2;0;0;;
2/01/2013 3:00;;;0,4;57,9;22,7;74,8;0;0;;
2/01/2013 4:00;;;0,6;20,5;22,3;77,8;0;0;;
2/01/2013 5:00;;;0,6;14;22;79,8;0;0;;
1/01/2013 2:00;;;0,3;15,5;21,6;82,5;0;0;;
1/01/2013 3:00;;;0,5;350,8;21,2;85,4;0;0;;
1/01/2013 4:00;;;0,3;303,5;21,1;85,7;0;0;;
1/01/2013 5:00;;;0,2;353;21,1;84,9;19,8;0;;
1/01/2013 6:00;;;0,4;17,1;22,2;79,8;163,2;0;;
1/01/2013 7:00;;;0,7;60,1;24,2;72,1;391,9;0;;
1/01/2013 8:00;;;1,7;59,3;25,5;65,2;608,6;0;;
1/01/2013 9:00;;;1,6;67,5;27,1;58;773,2;0;;
1/01/2013 10:00;;;0,7;283,1;27,5;55,2;322,4;0;;
1/01/2013 11:00;;;0,2;68,2;28,2;53;342;0;;
1/01/2013 12:00;;;0,8;93,9;28,2;54;374;0;;
1/01/2013 13:00;;;1;13,8;28,9;49,9;506,5;0;;
1/01/2013 14:00;;;1,9;325,8;29,1;48;287,1;0;;
1/01/2013 15:00;;;2,9;263,4;28,6;49,5;178,4;0;;
1/01/2013 16:00;;;2,5;266,2;27,2;52,3;38,7;0;;
1/01/2013 17:00;;;0,1;38,4;26,7;53;0;0;;
1/01/2013 18:00;;;1,1;109,2;26,6;53;0;0;;
1/01/2013 19:00;;;0,9;140,6;26;53,9;0;0;;
1/01/2013 20:00;;;0,5;99,1;24,9;58,8;0;0;;
1/01/2013 21:00;;;0,7;156,2;24,4;62,8;0;0;;
1/01/2013 22:00;;;0,6;66,7;23,7;65,5;0;0;;
1/01/2013 23:00;;;0,3;32;22,8;68,3;0;0;;
2/01/2013 0:00;;;0,3;89,8;22,7;70,1;0;0;;
2/01/2013 1:00;;;0,3;80,7;22,5;73;0;0;;
2/01/2013 2:00;;;0,5;157,4;21,8;80,2;0;0;;
2/01/2013 3:00;;;0,3;187,8;21,7;80,4;0;0;;
2/01/2013 4:00;;;0,2;315,9;21,4;82,5;0;0;;
2/01/2013 5:00;;;0,3;37,8;21,2;81,7;11;0;;
1/01/2013 2:00;;;0,2;308,1;22;78,2;129,1;0;;
1/01/2013 3:00;;;0,2;12,5;23,7;71,1;246,6;0;;
1/01/2013 4:00;;;0,7;65,9;25;64,6;499;0;;
1/01/2013 5:00;;;0,4;94;26,8;56,9;740,3;0;;
1/01/2013 6:00;;;1;51,9;28;54,9;624,1;0;;
1/01/2013 7:00;;;1,4;55,8;28,6;53,4;589,7;0;;
1/01/2013 8:00;;;1;83,2;29,5;50,4;525,6;0;;
1/01/2013 9:00;;;1;94,8;30,3;47,9;646,9;0;;
1/01/2013 10:00;;;1,3;112,1;30,8;44,7;392,7;0;;
1/01/2013 11:00;;;1,8;117,3;30,8;44,4;253,2;0;;
1/01/2013 12:00;;;0,8;112,1;30;45,4;66,7;0;;
1/01/2013 13:00;;;0,7;296,1;28;54,7;0;0;;
1/01/2013 14:00;;;0,4;270,1;27;56,9;0;0;;
1/01/2013 15:00;;;0,2;288,1;25,8;62,6;0;0;;
1/01/2013 16:00;;;0;136,4;25,8;62,6;0;0;;
1/01/2013 17:00;;;0,7;89,2;25,6;64,4;0;0;;
1/01/2013 18:00;;;0,7;175,1;24;74,3;0;0;;
1/01/2013 19:00;;;0,6;291;23,5;73,1;0;0;;
1/01/2013 20:00;;;0,8;6,3;22,8;76,1;0;0;;
1/01/2013 21:00;;;0,5;310,9;22,7;75,1;0;0;;
1/01/2013 22:00;;;0,2;14,4;23;75,8;0;0;;
1/01/2013 23:00;;;0,4;76,6;22,6;80,2;0;0;;
2/01/2013 0:00;;;0,2;259,6;21,8;83,1;0;0;;
2/01/2013 1:00;;;0,2;203,3;22;78,9;33,5;0;;
2/01/2013 2:00;;;0,5;88,5;24,2;66;230,2;0;;
2/01/2013 3:00;;;0,9;121;26;58,1;439,1;0;;
2/01/2013 4:00;;;1,6;129,5;27,2;54,9;601,1;0;;
2/01/2013 5:00;;;1,5;126;28,4;52,2;810,1;0;;
1/01/2013 2:00;;;0,2;113,5;29,4;48,9;446,7;0;;
1/01/2013 3:00;;;1,7;263,7;29,5;49,4;416,2;0;;
1/01/2013 4:00;;;2,1;359,3;30;47,2;663,1;0;;
1/01/2013 5:00;;;1,7;7,5;30,6;45,1;448,8;0;;
1/01/2013 6:00;;;1,5;296,6;31;43,9;416,6;0;;
1/01/2013 7:00;;;3,3;271,2;30,3;45,8;285,7;0;;
1/01/2013 8:00;;;1,6;264,3;29,5;46,9;63;0;;
1/01/2013 9:00;;;0,6;253,2;28,1;50,4;0;0;;
1/01/2013 10:00;;;0,4;136,6;27,6;52,3;0;0;;
1/01/2013 11:00;;;0,7;134;27,1;54,7;0;0;;
1/01/2013 12:00;;;0,5;108,1;26,7;57;0;0;;
1/01/2013 13:00;;;1,3;116,9;25,7;62,6;0;0;;
1/01/2013 14:00;;;0,7;88,2;24,6;68;0;0;;
1/01/2013 15:00;;;0,8;194,9;24,2;70,7;0;0;;
1/01/2013 16:00;;;0,4;294,5;23,7;72,7;0;0;;
1/01/2013 17:00;;;0,6;340,9;23;75,5;0;0;;
1/01/2013 18:00;;;0,4;70,2;22,5;78;0;0;;
1/01/2013 19:00;;;0,7;16,7;22,1;80,9;0;0;;
1/01/2013 20:00;;;0,4;8,6;21,6;82,8;0;0;;
1/01/2013 21:00;;;0,2;207,6;21,9;81,8;22,8;0;;
1/01/2013 22:00;;;0,5;65,5;23;77,6;121,5;0;;
1/01/2013 23:00;;;0,8;121,4;23,9;73,9;244,2;0;;
2/01/2013 0:00;;;0,9;113,7;25,8;65,4;516,2;0;;
2/01/2013 1:00;;;1,3;115,1;27,1;59,7;544,5;0;;
2/01/2013 2:00;;;1,7;131,8;27,2;59;321,4;0;;
2/01/2013 3:00;;;0,5;13,8;27,3;59,7;393,6;0;;
2/01/2013 4:00;;;0,8;94,5;28,1;57;446,3;0;;
2/01/2013 5:00;;;0,7;11,7;29,3;50,8;619,5;0;;
1/01/2013 2:00;;;1,1;15,2;30;48,2;339,2;0;;
1/01/2013 3:00;;;0,9;337,4;30;47,1;287,8;0;;
1/01/2013 4:00;;;1,5;291,6;29;49,1;87;0;;
1/01/2013 5:00;;;0,6;266,6;27,5;52,3;0;0;;
1/01/2013 6:00;;;0,7;59,9;26,7;54;0;0;;
1/01/2013 7:00;;;0,6;90,5;26,3;56,1;0;0;;
1/01/2013 8:00;;;1,2;108;24,9;62,6;0;0;;
1/01/2013 9:00;;;0,5;44;24,2;66,7;0;0;;
1/01/2013 10:00;;;0,4;124,5;23,8;68,4;0;0;;
1/01/2013 11:00;;;0,4;215,9;23,6;69,6;0;0;;
1/01/2013 12:00;;;0,2;241,1;23;72,7;0;0;;
1/01/2013 13:00;;;0,2;233,9;22,7;74,2;0;0;;
1/01/2013 14:00;;;0,2;262,7;22;77,3;0;0;;
1/01/2013 15:00;;;0,2;221,7;21,6;79,5;0;0;;
1/01/2013 16:00;;;0,6;13;21,6;79,7;0;0;;
1/01/2013 17:00;;;0,2;20,2;21,6;78,2;43,6;0;;
1/01/2013 18:00;;;1;34;22,5;76,7;150,9;0;;
1/01/2013 19:00;;;0,8;71,6;24,5;67,8;310,3;0;;
1/01/2013 20:00;;;0,8;131,8;25,7;62,8;473,7;0;;
1/01/2013 21:00;;;0,7;153;27,1;56,5;635,2;0;;
1/01/2013 22:00;;;;;;;;;;
1/01/2013 23:00;;;1;119,1;28,3;54,2;493,7;0;;
2/01/2013 0:00;;;0,5;84,6;29,7;50,2;579,2;0;;
2/01/2013 1:00;;;1;68,3;29,8;49,9;333,5;0;;
2/01/2013 2:00;;;2,6;257,6;30,5;44;382,8;0;;
2/01/2013 3:00;;;2,2;272,1;30;43,5;255,3;0;;
2/01/2013 4:00;;;2,7;273,2;28,6;45,7;57,1;0;;
2/01/2013 5:00;;;0,4;136,9;27,3;48,5;0;0;;
1/01/2013 2:00;;;0,7;92,8;26,5;52,1;0;0;;
1/01/2013 3:00;;;1,1;89,2;26,1;56;0;0;;
1/01/2013 4:00;;;0,9;89,1;25,3;60;0;0;;
1/01/2013 5:00;;;0,5;66,2;24,7;63,2;0;0;;
1/01/2013 6:00;;;0,3;43;24,1;66,4;0;0;;
1/01/2013 7:00;;;0,5;124,2;23;72,7;0;0;;
1/01/2013 8:00;;;0,4;200,3;22,9;74;0;0;;
1/01/2013 9:00;;;1,2;181,3;22,7;75,5;0;0;;
1/01/2013 10:00;;;0,2;270;22,4;77;0;0;;
1/01/2013 11:00;;;0,3;28,3;21,7;79,3;0;0;;
1/01/2013 12:00;;;0,3;11,3;21,4;80,5;0;0;;
1/01/2013 13:00;;;0,2;289,6;21,9;78,6;17,1;0;;
1/01/2013 14:00;;;0,1;20,1;22,8;75,4;71,1;0;;
1/01/2013 15:00;;;0,5;31,5;23,3;74,4;127,7;0;;
1/01/2013 16:00;;;0,6;119,4;24;72,4;194,3;0;;
1/01/2013 17:00;;;0,7;155,4;25,1;66,2;372,1;0;;
1/01/2013 18:00;;;0,9;57,2;26,6;60,8;506,2;0;;
1/01/2013 19:00;;;1,1;32,5;27,5;57,2;519,7;0;;
1/01/2013 20:00;;;0,3;221,1;27,9;54,8;282,1;0;;
1/01/2013 21:00;;;2,5;276,5;27;54,9;119,9;0;;
1/01/2013 22:00;;;3,4;266,1;27,6;52;526,1;0;;
1/01/2013 23:00;;;2,6;290;27,3;50,2;319,1;0;;
2/01/2013 0:00;;;2;270,1;27;44,6;70,8;0;;
2/01/2013 1:00;;;0,9;148,5;26,4;45,8;0;0;;
2/01/2013 2:00;;;1,6;189,1;24,9;59;0;0;;
2/01/2013 3:00;;;1,5;179,1;23,8;70,8;0;0;;
2/01/2013 4:00;;;0,6;241,8;23,4;70,8;0;0;;
2/01/2013 5:00;;;0,2;4,1;23;69,3;0;0;;
1/01/2013 2:00;;;0,6;28,7;21,9;70,4;0;0;;
1/01/2013 3:00;;;0,3;317,8;21,3;72,8;0;0;;
1/01/2013 4:00;;;0,7;332;20,7;76,2;0;0;;
1/01/2013 5:00;;;0,5;334,3;20,4;75,5;0;0;;
1/01/2013 6:00;;;0,2;257,1;20,1;78;0;0;;
1/01/2013 7:00;;;0,9;7;19,7;82,9;0;0;;
1/01/2013 8:00;;;0,2;183,2;19,5;84,7;0;0;;
1/01/2013 9:00;;;0,6;13,2;19,5;85,8;40,9;0;;
1/01/2013 10:00;;;0,2;156,9;21,5;78,2;214,4;0;;
1/01/2013 11:00;;;0,8;140,1;23,5;69,3;432,2;0;;
1/01/2013 12:00;;;1,6;122,5;25,4;61,6;622,6;0;;
1/01/2013 13:00;;;1,2;148,2;26,8;55,6;763;0;;
1/01/2013 14:00;;;1,5;107,9;28,2;51,3;777,2;0;;
1/01/2013 15:00;;;0,7;35,1;29,4;48,9;610,6;0;;
1/01/2013 16:00;;;1,5;287,5;30,1;46;649,1;0;;
1/01/2013 17:00;;;4,6;283,3;29,7;46,2;572,4;0;;
1/01/2013 18:00;;;4,6;282,3;29,1;47,4;329,3;0;;
1/01/2013 19:00;;;4,1;285,8;28,1;49,4;152,7;0;;
1/01/2013 20:00;;;2,2;306,1;27,3;52,5;47,3;0;;
1/01/2013 21:00;;;0,8;351,4;26,3;57,1;0;0;;
1/01/2013 22:00;;;1,6;79;24,5;67,4;0;0;;
1/01/2013 23:00;;;0,7;120,7;23,3;73,4;0;0;;
2/01/2013 0:00;;;3;188,2;23,8;71,3;0;0;;
2/01/2013 1:00;;;1,8;171,4;23,4;72,2;0;0;;
2/01/2013 2:00;;;0,5;336,9;23;74,8;0;0;;
2/01/2013 3:00;;;0,8;25,8;22,1;81,1;0;0;;
2/01/2013 4:00;;;0,4;87,3;21,7;85;0;0;;
2/01/2013 5:00;;;0,5;2,7;21,4;85,9;0;0;;
1/01/2013 2:00;;;0,2;337,8;21,6;84,4;0;0;;
1/01/2013 3:00;;;0,3;73,9;21,7;83,5;0;0;;
1/01/2013 4:00;;;0,3;99,8;21,3;84,8;0;0;;
1/01/2013 5:00;;;1;138,3;21,4;84,5;19,1;0;;
1/01/2013 6:00;;;0,2;174,3;22;82,1;118;0;;
1/01/2013 7:00;;;0,5;81,3;23,1;77,8;159,9;0;;
1/01/2013 8:00;;;0,7;126,7;24,2;70,9;335,8;0;;
1/01/2013 9:00;;;0,5;93,2;25,8;62,7;598,1;0;;
1/01/2013 10:00;;;1,2;58,2;27,1;58,8;623,8;0;;
1/01/2013 11:00;;;1,1;45,8;27,6;57;533,5;0;;
1/01/2013 12:00;;;1,6;48,1;28,2;54,1;542,1;0;;
1/01/2013 13:00;;;1,7;47,6;29,1;51,7;495,8;0;;
1/01/2013 14:00;;;1,1;353,2;29,3;48,4;348,3;0;;
1/01/2013 15:00;;;2,5;256,9;29,5;47;284,9;0;;
1/01/2013 16:00;;;1,4;270,5;28,6;49,7;79;0;;
1/01/2013 17:00;;;0,8;253,3;26,9;54,3;0;0;;
1/01/2013 18:00;;;1,9;242,2;26,7;54,3;0;0;;
1/01/2013 19:00;;;0,9;253,9;26,2;56,9;0;0;;
1/01/2013 20:00;;;1,1;56,1;25,3;64,3;0;0;;
1/01/2013 21:00;;;0,5;338,7;24,7;66;0;0;;
1/01/2013 22:00;;;0,1;355,8;24;69,3;0;0;;
1/01/2013 23:00;;;0,6;63,8;23,3;73,7;0;0;;
2/01/2013 0:00;;;0,1;328,6;22,5;77,6;0;0;;
2/01/2013 1:00;;;0,2;290,7;22;79,3;0;0;;
2/01/2013 2:00;;;0,2;203,6;21,7;80;0;0;;
2/01/2013 3:00;;;0,2;343,1;21,1;82,2;0;0;;
2/01/2013 4:00;;;0,4;342,8;20,6;82,9;0;0;;
2/01/2013 5:00;;;0,2;15,3;20,8;82,3;23,2;0;;
1/01/2013 2:00;;;0,5;45,6;21,5;80,9;83,2;0;;
1/01/2013 3:00;;;0,7;107,5;22,8;75,3;249,7;0;;
1/01/2013 4:00;;;0,8;123,2;24,3;67,9;549;0;;
1/01/2013 5:00;;;1;71,8;26,9;57,5;834,8;0;;
1/01/2013 6:00;;;0,9;84,5;28,3;51,4;915,1;0;;
1/01/2013 7:00;;;1,4;131,1;29,5;46,6;731,6;0;;
1/01/2013 8:00;;;2,4;88,4;29,4;50;494,7;0;;
1/01/2013 9:00;;;1,7;55,5;28,9;51;423,4;0;;
1/01/2013 10:00;;;0,9;112,6;29,3;48,8;262,4;0;;
1/01/2013 11:00;;;0,5;187,9;29,2;50;161,3;0;;
1/01/2013 12:00;;;1,9;256,8;28,6;49,9;61,4;0;;
1/01/2013 13:00;;;0,6;242,6;27,3;51;0;0,25;;
1/01/2013 14:00;;;0,4;167,2;26,9;52,2;0;0;;
1/01/2013 15:00;;;0,1;133;26,3;54,7;0;0;;
1/01/2013 16:00;;;0,9;93,2;26;56,9;0;0;;
1/01/2013 17:00;;;0,3;90,8;24,8;63,7;0;0;;
1/01/2013 18:00;;;0,3;142,8;24,6;65,6;0;0;;
1/01/2013 19:00;;;0,8;130,6;23,9;69,6;0;0;;
1/01/2013 20:00;;;0,7;126,8;23,5;71,6;0;0;;
1/01/2013 21:00;;;0;264,2;22,7;77,2;0;0;;
1/01/2013 22:00;;;0,6;186,1;22,8;76,1;0;0;;
1/01/2013 23:00;;;0,9;177,4;22,8;74,6;0;0;;
2/01/2013 0:00;;;0,2;252,8;22,3;77,5;0;0;;
2/01/2013 1:00;;;0;255,4;22,1;79,5;25,8;0;;
2/01/2013 2:00;;;0,6;45,6;23,4;73,1;149,7;0;;
2/01/2013 3:00;;;0,9;67;24,2;69,9;257,1;0;;
2/01/2013 4:00;;;1,3;53,3;25,1;65,7;329,7;0;;
2/01/2013 5:00;;;0,9;63;26,7;59,7;521,1;0;;
1/01/2013 2:00;;;1;118,4;28,2;54,4;691,7;0;;
1/01/2013 3:00;;;1;111,4;29,6;49,9;677,7;0;;
1/01/2013 4:00;;;;;;;;;;
1/01/2013 5:00;;;;;;;;;;
1/01/2013 6:00;;;;;;;;;;
1/01/2013 7:00;;;1,8;315,1;26,9;59,2;96,2;0;;
1/01/2013 8:00;;;0,6;1,5;27,2;59,9;32,5;0;;
