Fecha & Hora;PM10;NO2  (ug/m3);Vel Viento  (m/s);Dir Viento (Grados);Temperatura (C°);Humedad (%);Radiacion Solar (Watt/M2);Lluvia (mm);;
1/01/2013 23:00;40,8;38,98;1,4;163,8;26,5;66,6;612;0;;
2/01/2013 0:00;29;19,63;1,7;123,6;28,5;59,3;778,2;0;;
2/01/2013 1:00;16,9;14,44;1,4;147,9;29,7;53,9;585,4;0;;
2/01/2013 2:00;18,2;14,94;0,1;148,6;30,9;50,2;770,4;0;;
2/01/2013 3:00;11,7;13,94;0,7;25,7;32;47,5;815,1;0;;
2/01/2013 4:00;20,3;20,23;1,4;10,8;32,2;46,5;369,6;0;;
2/01/2013 5:00;13,5;12,07;2,9;274,9;32,6;44,9;541,1;0;;
1/01/2013 2:00;7,6;12,90;2,9;276,8;31,6;46,4;323,8;0;;
1/01/2013 3:00;7,4;16,61;2,4;267,7;30,5;48;88,6;0;;
1/01/2013 4:00;4,9;23,24;0,8;262,2;29,4;49,9;2,4;0;;
1/01/2013 5:00;11;40,04;1;105,1;28,8;52,8;0;0;;
1/01/2013 6:00;40,3;54,98;0,8;137,8;28,2;55,4;0;0;;
1/01/2013 7:00;26,4;38,01;0,7;84,7;27,1;60,1;0;0;;
1/01/2013 8:00;14,3;34,94;0,8;133,6;26,3;64,4;0,1;0;;
1/01/2013 9:00;8,6;25,54;0,6;151,4;25,5;68,2;0;0;;
1/01/2013 10:00;7,6;24,78;0,9;97,6;24,9;71,5;0;0;;
1/01/2013 11:00;6,7;17,64;0,3;162,4;24,5;74,2;0;0;;
1/01/2013 12:00;3,8;16,51;0,3;204,8;24,6;73,6;0;0;;
1/01/2013 13:00;9,3;15,58;0,4;162,6;24,7;73,2;0;0;;
1/01/2013 14:00;18;23,49;0,7;76,5;24,1;76,2;0;0;;
1/01/2013 15:00;16,7;20,76;0,5;137,6;23,5;79;0;0;;
1/01/2013 16:00;11,3;22,47;0,1;244,5;23,3;82,6;6;0;;
1/01/2013 17:00;5,6;27,58;0,2;226;23,4;84,2;49,4;0;;
1/01/2013 18:00;17,5;39,50;1,4;162;24,6;76,2;239,7;0;;
1/01/2013 19:00;9,7;40,32;1,4;149,3;26,9;65,3;587,7;0;;
1/01/2013 20:00;5,1;26,70;2,1;137,9;28,3;59,1;641;0;;
1/01/2013 21:00;;;;;;;;;;
1/01/2013 22:00;;;;;;;;;;
1/01/2013 23:00;;8,35;1,6;243,1;30,8;48,4;754,9;0;;
2/01/2013 0:00;;10,90;2,7;254,1;29;56,8;232,8;0;;
2/01/2013 1:00;;13,60;1,6;261,7;29,2;52,9;158,7;0;;
2/01/2013 2:00;1,4;13,13;0,6;221,4;29,5;49,8;149,1;0;;
2/01/2013 3:00;1,8;16,31;2,1;271,1;28,2;53;19,1;0;;
2/01/2013 4:00;2;18,26;0,2;60,6;28;53,8;0,5;0;;
2/01/2013 5:00;2,7;29,63;1,3;200,2;27,5;54,6;0;0;;
1/01/2013 2:00;7,6;24,76;0,3;120,2;26,7;56,2;0;0;;
1/01/2013 3:00;10,4;21,11;0,6;250,1;26,6;56,1;0;0;;
1/01/2013 4:00;6;26,05;0,1;263,4;26,3;56,7;0;0;;
1/01/2013 5:00;5,3;7,81;1,7;22,4;26,1;51,9;0;0;;
1/01/2013 6:00;4,4;14,84;1,2;139,4;24,2;67,6;0;0;;
1/01/2013 7:00;4,4;13,36;1,2;144,7;23,1;75,2;0;0;;
1/01/2013 8:00;4,5;12,78;0,5;57,6;22,3;77,9;0;0;;
1/01/2013 9:00;3,8;10,49;0,7;11,8;21,7;79,5;0;0;;
1/01/2013 10:00;3,5;23,28;0,6;30,1;21,7;80;0;0;;
1/01/2013 11:00;2,8;24,42;0,5;5,5;21,1;85,4;0;0;;
1/01/2013 12:00;2,9;34,32;0,8;195,1;20,7;91,4;5,5;0;;
1/01/2013 13:00;4;42,88;0,7;117,1;21,2;83;91,9;0;;
1/01/2013 14:00;4;44,33;0,6;162,6;22,2;77;181;0;;
1/01/2013 15:00;18,6;45,42;1,7;166,7;23,5;73,7;430,8;0;;
1/01/2013 16:00;9,3;29,10;1,6;65,8;25,8;63,4;797,6;0;;
1/01/2013 17:00;4,6;11,61;2,7;46,5;27,6;57,5;901,2;0,25;;
1/01/2013 18:00;3,6;7,64;1,3;47,6;28,6;53,1;848,9;0;;
1/01/2013 19:00;2,8;5,08;0,8;1,7;30,4;43,2;690,2;0;;
1/01/2013 20:00;2;10,37;2,4;43,6;30,4;45,5;470,4;0;;
1/01/2013 21:00;1,6;13,93;1,5;15,3;30,2;45,6;210,1;0;;
1/01/2013 22:00;3;8,82;1,5;313,3;30,4;44,7;298,6;0;;
1/01/2013 23:00;7,1;16,03;1,5;291,3;29,6;46,8;101,6;0;;
2/01/2013 0:00;5,5;41,65;0,5;268,5;27,9;51,7;2,6;0;;
2/01/2013 1:00;4,4;42,32;0,6;256;26,7;54,4;0;0;;
2/01/2013 2:00;2,8;37,49;0,4;300,4;25,4;59,4;0;0;;
2/01/2013 3:00;3,6;41,15;0,2;227,5;25,5;60,4;0;0;;
2/01/2013 4:00;7,6;38,07;0,4;125,7;24,9;64,2;0;0;;
2/01/2013 5:00;25,9;35,32;0,4;302,9;23,9;68,8;0;0;;
1/01/2013 2:00;24,3;32,49;0,3;252,8;23,6;69,1;0;0;;
1/01/2013 3:00;13,3;32,39;0,2;22,8;23,2;70,2;0;0;;
1/01/2013 4:00;8,2;28,90;0,3;223;22,8;73,2;0;0;;
1/01/2013 5:00;6,5;27,14;0,3;262,6;22,3;76,2;0;0;;
1/01/2013 6:00;4,6;26,74;0,3;327,3;22,2;76,7;0;0;;
1/01/2013 7:00;8,6;27,35;0,1;340,9;22;78,8;0;0;;
1/01/2013 8:00;6,1;34,81;0,3;13,3;22;79,7;8,7;0;;
1/01/2013 9:00;13;50,87;0,1;198,9;22,8;77,6;98,3;0;;
1/01/2013 10:00;8,1;85,93;0,8;108,3;24,7;69,5;249,6;0;;
1/01/2013 11:00;19,3;61,29;0,6;86,8;25,3;68,3;303,5;0;;
1/01/2013 12:00;12,1;48,88;0,5;129,1;27,9;57,5;792,5;0;;
1/01/2013 13:00;8,6;20,79;1,4;142,3;29,6;51,5;801,9;0;;
1/01/2013 14:00;7;12,07;2,1;125,4;30,5;49,2;992,4;0;;
1/01/2013 15:00;4,5;14,86;1,4;73;31,6;47,4;819;0;;
1/01/2013 16:00;4,3;17,26;0,8;323,3;31,5;47,2;391;0;;
1/01/2013 17:00;5,2;20,21;0,9;94,1;31,6;47,6;225;0;;
1/01/2013 18:00;7,8;23,43;1,6;263,6;31,4;49,1;193,9;0;;
1/01/2013 19:00;6,4;31,38;1,8;251,3;29,7;52,3;32,5;0;;
1/01/2013 20:00;4,4;54,82;0,1;247,1;28,9;53,9;1,9;0;;
1/01/2013 21:00;4,1;45,09;1,1;248,5;28;56,8;0;0;;
1/01/2013 22:00;4,1;44,02;1;111,9;27,6;58,6;0;0;;
1/01/2013 23:00;9,9;47,21;0,6;180,4;26,6;63,2;0;0;;
2/01/2013 0:00;7;45,46;0,2;274,7;25,8;66,8;0;0;;
2/01/2013 1:00;5,9;42,04;0,2;48,4;25,7;67,2;0;0;;
2/01/2013 2:00;3,5;28,61;0,2;107,5;24,6;73,7;0;0;;
2/01/2013 3:00;3,4;28,36;0,4;238,2;24,2;75,9;0;0;;
2/01/2013 4:00;4,8;24,86;0,2;196;24,3;76,1;0;0;;
2/01/2013 5:00;13,3;23,45;0,2;356,9;24;77,5;0;0;;
1/01/2013 2:00;9,3;25,02;0,3;267,4;23,7;79,1;0;0;;
1/01/2013 3:00;5,6;24,65;0,1;296,6;23,8;79,2;0;0;;
1/01/2013 4:00;14,8;27,68;0,8;24,7;23,7;79,1;6,8;0;;
1/01/2013 5:00;16,1;29,76;0,4;88;23,7;79,8;58,3;0;;
1/01/2013 6:00;19,3;34,82;0,1;38,4;24,6;76,1;161,8;0;;
1/01/2013 7:00;20,6;54,05;0,7;74,4;26,1;71;311,3;0;;
1/01/2013 8:00;11,9;35,49;1;133;27,3;64,3;507,1;0;;
1/01/2013 9:00;8,3;24,64;1,3;123,1;28,3;58,9;421;0;;
1/01/2013 10:00;6,9;17,21;1,1;213,2;28,8;56,4;271,6;0;;
1/01/2013 11:00;5,6;10,03;1,3;270,4;29,3;53,1;452,6;0;;
1/01/2013 12:00;4,1;10,48;0,5;339,3;29,5;52,5;215,2;0;;
1/01/2013 13:00;3,8;10,39;1;275,3;29,7;51,8;235,6;0;;
1/01/2013 14:00;1,9;7,55;1,6;299,7;29,6;51,5;273,6;0;;
1/01/2013 15:00;0,9;12,13;2;288,2;28,7;52,8;99,2;0;;
1/01/2013 16:00;2;19,56;0,5;256,5;28;53,3;3,5;0;;
1/01/2013 17:00;1,9;31,65;0,2;180,8;27,6;55,1;0,1;0;;
1/01/2013 18:00;3,3;41,18;0,2;345,9;26,4;59,3;0;0;;
1/01/2013 19:00;18;42,31;0,6;206,9;26,1;60,9;0;0;;
1/01/2013 20:00;10,6;36,57;0,3;358,8;25,4;65,7;0;0;;
1/01/2013 21:00;15,4;34,98;0,8;25,9;24,9;69,4;0;0;;
1/01/2013 22:00;8,4;29,17;0,2;295,9;24,4;71,1;0;0;;
1/01/2013 23:00;30,2;27,83;0,3;270,6;24,3;71,7;0;0;;
2/01/2013 0:00;16,1;24,28;0,2;226,4;23,6;74,2;0;0;;
2/01/2013 1:00;10,9;20,68;0,3;315,8;22,9;77,6;0;0;;
2/01/2013 2:00;7,6;20,58;0,3;271,8;22,5;80,3;0;0;;
2/01/2013 3:00;6,2;19,73;0,3;343,6;22,4;80,1;0;0;;
2/01/2013 4:00;3,9;21,20;0,4;138,5;23;77,2;6,5;0;;
2/01/2013 5:00;3,4;24,65;0,1;336,5;23,6;75,8;79,2;0;;
1/01/2013 2:00;3,8;31,24;0,6;151,6;25,1;69,5;284,3;0;;
1/01/2013 3:00;4;33,57;0,5;116;26,9;63;492,2;0;;
1/01/2013 4:00;3,9;24,72;1,2;53,4;28,5;57,4;819,7;0;;
1/01/2013 5:00;3,5;14,99;1,1;95;30;52,2;675;0;;
1/01/2013 6:00;2,7;8,49;1,3;93,4;30,1;50,8;290,9;0;;
1/01/2013 7:00;2,3;5,99;1;45,9;29,9;52,1;343,1;0;;
1/01/2013 8:00;4,3;6,86;1,1;258,5;30,9;49;494,1;0;;
1/01/2013 9:00;2,8;7,76;0,8;332,5;30,9;48,7;293,1;0;;
1/01/2013 10:00;4;5,32;2,6;269,5;30,7;48,5;272,5;0;;
1/01/2013 11:00;4,5;8,93;2,1;281,6;29,7;50;62,7;0;;
1/01/2013 12:00;6,8;23,71;0,5;237,8;29;51,7;2,1;0;;
1/01/2013 13:00;5,9;44,06;0,4;257;28;55;0;0;;
1/01/2013 14:00;15;35,74;0,8;128,5;27,8;55,3;0;0;;
1/01/2013 15:00;15,2;33,03;1,4;143,8;26,7;61,3;0,2;0;;
1/01/2013 16:00;10,7;27,07;0,4;176,7;25,5;68,1;0,1;0;;
1/01/2013 17:00;7,1;27,71;0,4;193,5;24,8;70;0;0;;
1/01/2013 18:00;4,3;26,13;0,4;27,9;24,7;71,9;0;0;;
1/01/2013 19:00;3,6;22,87;0,1;57;24,1;74,7;0;0;;
1/01/2013 20:00;4,6;18,91;0,2;252;23,9;76,2;0;0;;
1/01/2013 21:00;7,2;16,12;0,3;114,8;23,6;77,9;0;0;;
1/01/2013 22:00;4,8;15,78;0,7;153,6;23,2;79,6;0;0;;
1/01/2013 23:00;5;16,09;0;287,6;22,7;81,6;0;0;;
2/01/2013 0:00;4,5;17,01;0,1;291,6;22,4;82,2;9,6;0;;
2/01/2013 1:00;10,9;25,20;0,1;216,9;23,7;76,9;115,7;0;;
2/01/2013 2:00;7,9;50,62;0,6;217,3;25,5;70,4;286,5;0;;
2/01/2013 3:00;5,1;43,99;1,2;150,8;27,4;62,2;566,8;0;;
2/01/2013 4:00;3,5;19,25;1,2;180,1;28,5;56,8;708;0;;
2/01/2013 5:00;1,8;17,02;0,1;62,7;29,9;53,4;524,2;0;;
1/01/2013 2:00;2,4;17,12;0,2;289,4;31,4;48,2;674,4;0;;
1/01/2013 3:00;1,9;8,06;1,4;283,3;32;44,1;614,9;0;;
1/01/2013 4:00;2,7;9,25;2,7;286,6;32,4;42,4;621,1;0;;
1/01/2013 5:00;4,2;8,73;4;285;31,8;43,8;541,8;0;;
1/01/2013 6:00;4,6;8,79;4,8;286,7;30,7;45,9;315,5;0;;
1/01/2013 7:00;3;7,98;4;286,2;29,8;47;102,8;0;;
1/01/2013 8:00;4,6;8,15;2,8;288,5;28,9;50,2;2,4;0;;
1/01/2013 9:00;3,5;14,48;0,7;174,9;28,4;53,7;0;0;;
1/01/2013 10:00;4,1;5,80;2,4;242,8;27;60;0;0;;
1/01/2013 11:00;3,4;7,32;2,3;197,4;26,4;62,5;0;0;;
1/01/2013 12:00;3,9;15,42;1,2;153,3;26,3;64,4;0;0;;
1/01/2013 13:00;6,4;21,20;0,8;103,9;25,2;74,2;0;0;;
1/01/2013 14:00;6,4;14,01;1,2;16,2;24,2;79,1;0,1;0;;
1/01/2013 15:00;5,9;17,01;0,9;32;23,4;83,7;0,1;0;;
1/01/2013 16:00;6,7;16,75;0,4;1,6;23,2;84,8;0;0;;
1/01/2013 17:00;5,3;17,88;0,3;295,2;23,3;82,9;0;0;;
1/01/2013 18:00;5,2;15,68;0,3;327,4;23,1;82,8;0;0;;
1/01/2013 19:00;5,6;16,61;0,4;86;23,2;80,8;0,1;0;;
1/01/2013 20:00;5,6;18,09;0,7;10,9;22,7;83,9;7,6;0;;
1/01/2013 21:00;11;21,96;0,4;24,1;22,9;86,1;81,9;0;;
1/01/2013 22:00;7,4;29,14;0,5;214,7;24,6;76,5;299;0;;
1/01/2013 23:00;6,8;23,30;0,9;64,2;27,2;62,4;469,5;0;;
2/01/2013 0:00;6,3;27,28;0,2;103,9;27,6;62,2;602,2;0;;
2/01/2013 1:00;5,6;25,11;0,6;184,6;29,1;56,6;532,6;0;;
2/01/2013 2:00;3,6;16,50;0,4;51,8;29,9;52,3;671,7;0;;
2/01/2013 3:00;3,2;16,72;1,4;305,7;30,8;50;371,8;0;;
2/01/2013 4:00;3,5;11,74;1,6;289,2;31;48;426,7;0;;
2/01/2013 5:00;4,7;10,42;2,5;280,5;31,1;46,9;359,3;0;;
1/01/2013 2:00;15,4;12,50;2;278,5;30,8;47,3;183,3;0;;
1/01/2013 3:00;9,5;16,73;2,2;274,3;29,9;48,1;76,8;0;;
1/01/2013 4:00;6,9;24,53;0,1;16,9;29;50,8;2,4;0;;
1/01/2013 5:00;7;41,68;0,6;109,2;28,4;54,2;0;0;;
1/01/2013 6:00;5,2;36,45;0,3;178,4;28;55,4;0;0;;
1/01/2013 7:00;4,8;34,62;1,4;136,1;27,5;58,8;0;0;;
1/01/2013 8:00;4,7;29,69;1,1;86;26,6;63,2;0;0;;
1/01/2013 9:00;21,9;20,73;0,9;139,3;26;65,8;0;0;;
1/01/2013 10:00;13,4;15,96;0,7;87,1;24;82,1;0;0;;
1/01/2013 11:00;7,7;15,05;0,3;155,6;23,5;84,5;0;0;;
1/01/2013 12:00;6;12,53;0,6;139,6;23,8;82,4;0;0;;
1/01/2013 13:00;12,1;8,49;1,8;164,6;22,3;91,5;0;3,3;;
1/01/2013 14:00;8,8;7,99;0,7;166,9;21,7;95,9;0;1,78;;
1/01/2013 15:00;5,9;11,46;0,5;333,4;22,2;94,2;0;0;;
1/01/2013 16:00;5,9;12,74;0,5;185,7;22,6;92,5;5,5;0;;
1/01/2013 17:00;8,7;16,57;1,5;169,6;22,5;90,9;19,9;0;;
1/01/2013 18:00;6,9;21,84;0,7;179,9;23,1;85,1;88,7;0,25;;
1/01/2013 19:00;6,5;36,70;1;124,1;24,2;81,2;196;0;;
1/01/2013 20:00;5,4;31,32;1,4;142,4;24,6;79,5;487,7;0;;
1/01/2013 21:00;3,8;20,03;1,2;124,2;26,3;68,1;687,4;0;;
1/01/2013 22:00;3,7;20,66;0,6;109,7;28,3;60,7;982,9;0;;
1/01/2013 23:00;2,6;22,72;0,6;95,3;29,4;56,2;420,3;0;;
2/01/2013 0:00;4,4;19,57;0,3;34,9;29,4;54,2;371,7;0;;
2/01/2013 1:00;3,7;12,65;3,3;280,4;28,4;52,9;203,5;0;;
2/01/2013 2:00;4;12,58;3;282,2;28,2;53,3;152,5;0;;
2/01/2013 3:00;6,3;23,73;2,2;117,3;26,7;65,4;25,9;0;;
2/01/2013 4:00;3,9;35,77;0,9;238,6;25,2;72,3;2,2;0;;
2/01/2013 5:00;3,5;27,92;0,4;4,9;24,7;72,5;0;0;;
1/01/2013 2:00;3,5;26,30;0;137,7;24,4;73,4;0;0;;
1/01/2013 3:00;8,2;23,66;1,7;118,7;25,1;68,8;0;0;;
1/01/2013 4:00;6,8;20,89;0,8;104,6;23,9;78,9;0;0;;
1/01/2013 5:00;5,6;24,75;1,2;158,7;23,9;78,9;0;0;;
1/01/2013 6:00;4;20,55;0,4;248,2;23,7;79,6;0;0;;
1/01/2013 7:00;5,4;20,05;0,6;164,9;23,5;83,1;0;0;;
1/01/2013 8:00;4,5;17,78;0,2;61,1;23,1;83,9;0;0;;
1/01/2013 9:00;4,6;15,89;0,3;280,4;22,5;87,3;0;0;;
1/01/2013 10:00;5,4;12,71;0,4;282,6;22,3;87,2;0;0;;
1/01/2013 11:00;3,4;11,81;0,2;326,3;22,3;86,3;0;0;;
1/01/2013 12:00;4,1;16,70;0,2;77,5;22,5;84,4;16,5;0;;
1/01/2013 13:00;23,7;21,69;1,7;144,2;23,6;81,8;146,2;0;;
1/01/2013 14:00;14,3;16,94;1,6;148,1;23,8;79,4;179,9;0;;
1/01/2013 15:00;10,2;17,10;1,6;195,5;24,6;76,1;222,9;0;;
1/01/2013 16:00;5,1;21,76;1,4;176,5;25,6;69,7;381,8;0;;
1/01/2013 17:00;2,5;20,60;1,5;163,6;27,9;59,1;841,7;0;;
1/01/2013 18:00;2,1;34,50;1,2;168,3;29,1;54,6;826,5;0;;
1/01/2013 19:00;2;26,64;1,2;170,6;30;51,1;441,5;0;;
1/01/2013 20:00;2,6;18,00;2,6;247,9;30,7;48,5;625,1;0;;
1/01/2013 21:00;2,2;10,35;3;264,6;30,8;46,8;500,5;0;;
1/01/2013 22:00;2,9;14,13;3,1;276,8;29,5;49,5;178,2;0;;
1/01/2013 23:00;2,4;27,87;1,3;167,1;28,2;56,2;99,9;0;;
2/01/2013 0:00;2,7;33,70;0,6;72,1;26,9;63,3;2,3;0;;
2/01/2013 1:00;9,2;11,63;0,8;347;26,7;59,7;0;0;;
2/01/2013 2:00;25,8;21,02;1,5;114,6;25;74,5;0;0;;
2/01/2013 3:00;19,1;20,16;1,3;141,3;24,3;79,8;0;0;;
2/01/2013 4:00;12,2;19,40;1,6;168;23,9;80,1;0;0;;
2/01/2013 5:00;6,8;18,86;1,9;178,7;23,4;82,8;0;0;;
1/01/2013 2:00;4,3;8,96;2;178,1;22,2;89,4;0;0;;
1/01/2013 3:00;4,1;8,77;0,8;192,8;21,6;94,1;0;0;;
1/01/2013 4:00;3,8;8,23;0,5;165,3;21,5;94,9;0;1,78;;
1/01/2013 5:00;10,9;8,51;1;156,7;21,5;95,2;0;1,27;;
1/01/2013 6:00;7,2;9,02;1,1;161,2;21,4;95,4;0;0,51;;
1/01/2013 7:00;5,6;18,07;0,6;149,7;21,4;95,7;0;0,25;;
1/01/2013 8:00;6,3;22,31;0,1;334,6;21,4;95,9;1,4;10,16;;
1/01/2013 9:00;6,1;20,66;0,2;33,1;21,2;97,3;9,8;6,6;;
1/01/2013 10:00;5,5;43,41;1;43,9;21;98,1;9,7;15,24;;
1/01/2013 11:00;4,4;24,57;1;2,2;20,8;99,2;51;8,64;;
1/01/2013 12:00;3,2;21,49;0,5;15;21,1;98,5;112,6;5,59;;
1/01/2013 13:00;4,1;25,88;0,6;50,9;21,8;95,1;170,6;2,03;;
1/01/2013 14:00;3,2;26,43;1,2;62,8;22,3;91,2;330;0,76;;
1/01/2013 15:00;3,4;20,53;1;93,4;23,6;83,1;285,8;0;;
1/01/2013 16:00;3,8;30,71;0,5;217,6;24,2;81;178;0,25;;
1/01/2013 2:00;4,9;38,68;0,4;272,4;24,5;78,8;165,5;0;;
1/01/2013 3:00;5,2;23,34;1;311,2;25,5;72,6;251,7;0;;
1/01/2013 4:00;5,4;32,19;0,8;348,9;24,7;77,3;47,8;0;;
1/01/2013 5:00;3,8;34,02;1;314,3;23,7;81,4;1,9;0;;
1/01/2013 6:00;4,1;28,14;0,3;289,4;22,8;85,7;0;0;;
1/01/2013 7:00;23,3;23,10;0,3;256,4;22,2;89,5;0;0;;
1/01/2013 8:00;14,3;24,63;0,5;254,2;22;88,8;0;0;;
1/01/2013 9:00;10,3;22,71;0;296,4;22;85,6;0;0;;
1/01/2013 10:00;6,8;19,69;0,2;209,9;21,7;88,2;0;0;;
1/01/2013 11:00;4,7;18,97;0,1;83,7;21,6;87,1;0;0;;
1/01/2013 12:00;9;19,46;0,2;39,3;21,4;90,5;0;0;;
1/01/2013 13:00;5,9;39,83;0,4;27,8;21,1;91,2;0;0;;
1/01/2013 14:00;3;42,51;0,2;50;21;92,5;0;0;;
1/01/2013 15:00;3,4;29,18;0,1;267,8;21,1;91,1;0;0;;
1/01/2013 16:00;4,3;32,99;0,8;49,5;20,6;92,7;0;0;;
1/01/2013 17:00;2,7;22,89;0,6;54,8;20,2;93,7;12;0;;
1/01/2013 18:00;2,2;18,33;0,5;46,9;21,1;89,1;111,1;0;;
1/01/2013 19:00;5,2;28,37;0,3;93,4;22,7;82,5;197,1;0;;
1/01/2013 20:00;6,9;31,42;0,6;138,3;24,7;73,4;518,9;0;;
1/01/2013 21:00;5,8;42,92;0,5;151,2;26,7;66,2;608,3;0;;
1/01/2013 22:00;5,5;40,51;1,4;90,8;27,1;65;431,7;0;;
1/01/2013 23:00;3,8;28,47;0,7;54;27,5;62,7;440,9;0;;
2/01/2013 0:00;3,7;22,42;0,7;60,3;28,9;57,8;665;0;;
2/01/2013 1:00;4;27,63;0,9;26,1;29,7;55;606,6;0;;
2/01/2013 2:00;3;21,59;1,7;344;30,1;53;405,6;0;;
2/01/2013 3:00;4,8;16,33;1,6;265,8;30,2;51,3;287;0;;
2/01/2013 4:00;5,4;19,18;1,4;251,8;28,9;54;65,2;0;;
2/01/2013 5:00;5,4;24,69;0,2;202,3;28;56,4;1,8;0;;
1/01/2013 2:00;2,7;22,18;0,2;80,8;27,5;58,3;0;0;;
1/01/2013 3:00;2,8;21,21;0,8;153,1;27,1;60,7;0;0;;
1/01/2013 4:00;22,6;16,70;0,4;57,2;25,5;71,1;0;0;;
1/01/2013 5:00;12,8;13,89;0,4;325,8;25,1;73,1;0;0;;
1/01/2013 6:00;7,8;11,57;0;201,5;24,6;76,1;0;0;;
1/01/2013 7:00;6,3;9,75;0,2;7,8;23,8;79,8;0;0;;
1/01/2013 8:00;3,1;8,81;0,5;204;23,6;80,8;0;0;;
1/01/2013 9:00;2,2;9,63;0,2;54,1;23,5;80,6;0;0;;
1/01/2013 10:00;2;8,47;0,2;104,3;23,4;80,8;0;0;;
1/01/2013 11:00;1,7;8,33;0,3;252;23,1;83,6;0;0;;
1/01/2013 12:00;2,8;6,96;0,6;287;22,9;84,5;0;0;;
1/01/2013 13:00;10,3;7,81;0,3;141,2;23,4;82;10,8;0;;
1/01/2013 14:00;9,3;8,47;0,6;120,8;23,5;83,7;97,7;0;;
1/01/2013 15:00;11,7;14,63;1,1;134,3;24,1;81;114,5;0;;
1/01/2013 16:00;6,6;8,05;0,9;161;24,6;77,5;226,5;0;;
1/01/2013 17:00;6;10,36;0,5;181,2;25,1;76,3;227,1;0;;
1/01/2013 18:00;5,2;8,29;1,8;221,4;26,5;70;700,5;0;;
1/01/2013 19:00;3,2;11,75;1,5;168,1;28,7;56,9;830,2;0;;
1/01/2013 20:00;2,3;7,74;2,8;289,3;27,2;61,5;157,6;0;;
1/01/2013 21:00;19,9;13,45;0,9;123,2;24,7;76,6;79,9;0;;
1/01/2013 22:00;15,3;23,88;1,1;111,1;25,2;73,8;118,3;0;;
1/01/2013 23:00;9;27,17;0,8;73,4;25,3;73,9;56,4;0;;
2/01/2013 0:00;5,7;20,17;1,8;151;25;75;29,5;0;;
2/01/2013 1:00;4,1;21,19;0,9;183,2;24;78,5;1,1;0;;
2/01/2013 2:00;5;23,11;0,4;264,9;23,8;80;0;0;;
2/01/2013 3:00;3,9;16,23;0,9;16,1;23,6;79,4;0;0;;
2/01/2013 4:00;5,4;16,11;0,6;70;23,4;80,6;0;0;;
2/01/2013 5:00;4;8,60;1,1;50,9;22,8;82,3;0;0;;
1/01/2013 2:00;3,5;11,00;1,1;43,7;22;87,1;0;0;;
1/01/2013 3:00;5,3;7,21;0,3;77,7;21;93,1;0;0;;
1/01/2013 4:00;4,6;6,43;0,5;49;20,9;93,3;0;0;;
1/01/2013 5:00;5,8;5,31;1,5;21,5;20;92,1;0;0;;
1/01/2013 6:00;5,7;12,44;0,5;88,6;20;90,7;0;0;;
1/01/2013 7:00;5,8;9,30;0,8;161,2;20;91,5;0;0;;
1/01/2013 8:00;3,7;11,42;0,4;180,9;20,2;91,1;0;0;;
1/01/2013 9:00;4,8;11,94;0,7;156,4;20,7;90,1;18,6;0;;
1/01/2013 10:00;2,9;15,38;0,8;52,2;21,2;88,9;102,5;0;;
1/01/2013 11:00;2,3;15,22;0,9;43,5;21,8;85,6;149,5;0;;
1/01/2013 12:00;1,1;23,57;1;59,7;23;79,6;451,4;0;;
1/01/2013 13:00;4;19,32;1,2;74,9;24,7;73;617,2;0;;
1/01/2013 14:00;4,5;17,18;1,3;83,8;26,1;66,1;601,8;0;;
1/01/2013 15:00;3;18,34;1;56,9;27,1;62;659,6;0;;
1/01/2013 16:00;1,5;15,02;0,8;340,1;28,3;57,7;748,5;0;;
1/01/2013 17:00;1,7;12,55;0,5;215,5;28,7;53,6;303,7;0;;
1/01/2013 18:00;6,5;17,62;1;90,1;27,4;64;141,7;2,29;;
1/01/2013 19:00;4,2;24,47;2;357,6;24,8;78,6;95,8;0;;
1/01/2013 20:00;4,9;15,88;1,1;342,3;24,3;75,9;26,5;0;;
1/01/2013 21:00;5,5;18,23;0,8;101,5;25,2;69,9;0;0,25;;
1/01/2013 22:00;2,8;18,42;2;164,8;24,7;73,3;0;0;;
1/01/2013 23:00;13,7;23,53;1,6;190,7;23,6;82,6;0;0;;
2/01/2013 0:00;7,9;19,04;1,4;197,6;23,5;77,7;0;0;;
2/01/2013 1:00;18,6;49,54;1;346,3;23,1;80,2;0;0;;
2/01/2013 2:00;16,5;40,40;0,9;51,4;22,4;91,1;0;0;;
2/01/2013 3:00;23,9;21,65;0,9;41,2;21,6;95;0;2,29;;
2/01/2013 4:00;12,8;15,97;0,9;95,5;21,2;96,5;0;3,56;;
2/01/2013 5:00;8,1;9,36;1,3;161,4;20,7;94,3;0;0,25;;
1/01/2013 2:00;6,4;5,98;1;180,7;20,7;94,1;0;3,05;;
1/01/2013 3:00;5,9;6,47;0,3;44,3;20,5;95,6;0;2,03;;
1/01/2013 4:00;6,2;40,13;0,8;45,1;20,4;96,7;0;0;;
1/01/2013 5:00;6,7;43,35;0,3;26,3;20,4;97;8;0,25;;
1/01/2013 6:00;6,8;27,94;0,6;44,6;20,7;96,5;47,7;0;;
1/01/2013 7:00;4,8;23,95;0,5;98,4;21,2;93,8;160,6;0;;
1/01/2013 8:00;4;22,75;1;61,3;22,1;88,7;169,1;0;;
1/01/2013 9:00;2,5;16,78;0,4;7;23;83;306;0;;
1/01/2013 10:00;4,1;18,97;0,4;338,9;24,8;72,9;499,9;0;;
